sku,inventory_level,historical_sales
ELEC02782,44,"16,20,23,20,26,18,21,17,21,22,22,23"
ELEC02783,93,"19,27,29,29,31,25,24,26,20,28,32,29"
ELEC02784,123,"30,32,36,39,36,34,32,31,36,38,34,34"
ELEC02785,86,"20,22,27,31,29,27,28,28,18,28,25,27"
ELEC02786,160,"20,23,28,26,25,27,27,25,28,22,23,26"
ELEC02787,113,"28,33,32,37,36,38,33,30,29,27,32,28"
ELEC02788,98,"21,28,26,29,32,27,24,30,30,28,25,36"
ELEC02789,118,"34,41,41,43,42,43,38,39,40,42,42,45"
ELEC02790,135,"28,30,33,38,39,35,34,33,26,26,31,34"
ELEC02791,90,"32,40,42,44,39,44,36,41,42,39,36,40"
ELEC02792,109,"32,37,43,43,42,44,43,45,40,41,37,39"
ELEC02793,72,"41,44,47,50,46,49,46,42,46,43,43,45"
ELEC02794,66,"16,20,20,22,25,21,19,16,22,15,19,18"
ELEC02795,110,"10,15,20,20,17,20,16,16,14,14,20,20"
ELEC02796,82,"26,29,32,32,36,35,25,31,25,28,34,34"
ELEC02797,61,"34,42,43,42,46,39,47,40,42,37,43,46"
ELEC02798,28,"26,27,34,33,32,31,26,27,28,30,29,38"
ELEC02799,82,"27,25,31,31,32,29,32,27,27,24,33,40"
ELEC02800,54,"9,16,17,19,18,20,19,16,10,15,17,18"
ELEC02801,63,"13,16,17,20,20,23,19,14,16,15,17,14"
ELEC02802,107,"10,16,21,23,20,20,13,22,13,17,16,19"
ELEC02803,106,"21,27,33,34,35,27,31,29,34,29,29,33"
ELEC02804,64,"22,23,29,34,28,27,32,25,26,26,35,32"
ELEC02805,47,"34,38,44,44,42,42,41,39,40,39,43,48"
ELEC02806,37,"34,41,39,45,49,41,41,39,40,42,41,52"
ELEC02807,73,"25,31,32,35,35,37,30,28,28,30,34,35"
ELEC02808,68,"33,38,42,44,47,41,39,39,34,39,48,45"
ELEC02809,184,"29,33,36,37,43,37,39,36,34,37,37,34"
ELEC02810,61,"19,27,28,32,31,30,32,26,24,24,32,34"
ELEC02811,43,"42,42,42,46,47,47,45,49,43,45,40,44"
ELEC02812,155,"39,39,44,44,43,45,41,42,38,40,49,47"
ELEC02813,119,"25,28,34,36,36,36,33,26,29,35,31,33"
ELEC02814,88,"15,16,18,16,21,19,21,13,18,16,16,19"
ELEC02815,26,"21,21,23,28,26,26,24,18,20,25,23,31"
ELEC02816,145,"32,37,37,36,38,37,34,37,29,32,38,36"
ELEC02817,55,"31,32,36,36,38,36,39,31,26,34,36,35"
ELEC02818,127,"39,37,42,43,48,43,39,40,46,40,47,44"
ELEC02819,67,"10,10,13,17,14,18,14,11,14,12,15,22"
ELEC02820,124,"22,27,31,31,31,36,31,24,25,32,36,37"
ELEC02821,136,"9,15,18,17,24,20,16,17,20,15,13,25"
ELEC02822,51,"23,28,28,32,35,32,33,33,28,23,34,34"
ELEC02823,102,"30,34,38,38,37,39,40,34,33,36,42,40"
ELEC02824,100,"34,38,41,42,40,35,43,37,33,37,44,46"
ELEC02825,162,"21,23,23,26,27,26,28,22,22,23,26,22"
ELEC02826,68,"34,36,39,40,41,35,40,35,38,38,44,41"
ELEC02827,33,"10,14,14,21,18,17,18,18,10,11,13,14"
ELEC02828,132,"14,21,25,24,22,28,22,21,17,23,17,23"
ELEC02829,164,"34,41,42,42,45,46,43,36,45,43,41,38"
ELEC02830,127,"18,21,24,30,30,27,27,28,25,26,24,34"
ELEC02831,149,"36,41,39,41,43,44,41,42,42,40,35,42"
ELEC02832,168,"18,19,25,24,30,25,24,21,20,21,26,26"
ELEC02833,159,"30,35,35,35,38,38,39,30,31,30,32,40"
ELEC02834,95,"17,22,23,24,26,27,20,25,19,21,28,31"
ELEC02835,184,"34,39,38,41,42,37,34,38,34,31,41,40"
ELEC02836,53,"25,30,32,33,34,34,31,28,30,30,35,33"
ELEC02837,113,"31,36,38,41,42,41,43,39,38,35,36,42"
ELEC02838,86,"11,18,22,19,20,24,20,18,10,20,13,27"
ELEC02839,36,"8,11,14,15,15,21,12,12,14,11,15,21"
ELEC02840,134,"18,25,27,29,32,33,28,24,28,20,25,23"
ELEC02841,96,"22,24,23,26,27,24,24,19,24,24,20,35"
ELEC02842,129,"28,34,33,40,36,34,35,39,28,28,32,36"
ELEC02843,105,"34,34,38,39,38,38,40,35,35,36,39,42"
ELEC02844,199,"24,27,25,33,35,32,26,27,20,32,29,33"
ELEC02845,70,"12,19,18,18,18,18,23,22,18,17,25,17"
ELEC02846,48,"11,13,18,18,18,20,11,12,14,16,18,19"
ELEC02847,150,"22,25,28,31,29,36,29,29,26,26,31,29"
ELEC02848,52,"26,31,31,34,36,36,27,31,35,35,36,36"
ELEC02849,187,"32,36,41,40,41,41,40,37,31,38,36,40"
ELEC02850,145,"22,25,28,34,29,29,29,28,23,25,27,29"
ELEC02851,28,"31,35,36,42,38,40,40,36,41,33,44,40"
ELEC02852,73,"32,34,37,37,35,37,33,32,33,36,42,42"
ELEC02853,148,"13,19,23,26,25,19,20,19,24,19,24,17"
ELEC02854,128,"34,32,38,38,40,38,35,41,40,32,35,36"
ELEC02855,192,"24,27,30,29,32,33,33,24,29,24,23,25"
ELEC02856,139,"9,13,20,18,16,17,14,18,11,11,17,25"
ELEC02857,73,"8,17,19,18,16,20,17,14,15,16,22,13"
ELEC02858,181,"38,40,45,45,46,40,44,37,44,45,51,44"
ELEC02859,96,"20,24,26,28,26,30,22,24,19,22,21,34"
ELEC02860,67,"25,24,32,30,34,33,30,33,23,22,28,32"
ELEC02861,146,"23,26,28,29,33,35,25,28,27,24,31,32"
ELEC02862,148,"21,24,26,25,29,25,23,23,20,23,26,27"
ELEC02863,186,"12,19,19,21,22,19,22,15,17,15,17,16"
ELEC02864,41,"21,25,32,32,30,29,27,25,25,33,29,27"
ELEC02865,45,"12,19,23,24,24,23,17,16,21,16,17,17"
ELEC02866,162,"31,31,34,35,40,36,30,30,35,30,35,37"
ELEC02867,118,"42,41,48,47,49,47,47,42,38,37,43,42"
ELEC02868,22,"25,29,33,34,35,34,30,31,27,28,28,35"
ELEC02869,21,"32,35,41,42,40,37,41,37,37,39,33,49"
ELEC02870,127,"26,32,32,33,34,32,33,28,32,35,32,31"
ELEC02871,134,"23,23,25,26,32,29,25,26,26,26,31,28"
ELEC02872,85,"26,30,32,32,39,29,35,31,27,36,31,37"
ELEC02873,79,"31,34,36,41,38,40,38,37,33,37,31,34"
ELEC02874,70,"24,25,31,35,35,34,32,33,27,35,32,36"
ELEC02875,148,"10,14,16,21,23,19,17,15,16,21,14,19"
ELEC02876,136,"25,29,28,34,31,30,32,27,25,25,23,26"
ELEC02877,191,"24,30,32,34,33,30,32,29,28,27,31,34"
ELEC02878,28,"35,40,41,45,45,45,42,39,35,38,42,38"
ELEC02879,31,"27,33,37,34,39,35,33,34,30,32,30,42"
ELEC02880,192,"27,28,30,32,30,34,34,32,27,31,33,31"
ELEC02881,193,"10,12,19,16,19,16,16,13,19,15,17,18"
ELEC02882,84,"25,29,31,33,30,38,31,28,36,31,25,39"
ELEC02883,48,"39,41,42,48,47,43,44,43,37,45,45,51"
ELEC02884,145,"25,28,32,29,34,32,28,22,31,25,35,35"
ELEC02885,138,"17,19,25,27,22,28,20,20,22,17,23,28"
ELEC02886,65,"12,19,22,19,20,21,20,20,18,15,20,25"
ELEC02887,85,"10,16,15,23,17,21,20,21,14,14,15,24"
ELEC02888,119,"10,14,20,18,19,16,14,17,16,11,21,19"
ELEC02889,136,"29,32,36,35,35,35,31,29,33,30,31,36"
ELEC02890,150,"25,31,31,35,36,35,30,32,33,30,36,31"
ELEC02891,83,"14,15,20,21,22,16,19,16,12,16,22,17"
ELEC02892,138,"26,24,27,35,33,32,26,31,29,26,25,35"
ELEC02893,150,"37,41,41,43,41,41,40,39,40,39,48,48"
ELEC02894,76,"10,13,17,20,23,19,17,13,17,21,15,22"
ELEC02895,122,"36,39,44,47,43,40,41,40,42,37,39,44"
ELEC02896,63,"18,19,24,26,19,25,22,24,16,23,23,27"
ELEC02897,188,"21,26,27,30,25,30,23,20,21,24,25,31"
ELEC02898,91,"22,26,31,37,33,30,30,26,29,33,33,33"
ELEC02899,85,"16,17,19,21,21,23,19,20,19,24,24,27"
ELEC02900,192,"33,38,41,43,43,44,37,35,37,40,38,42"
ELEC02901,117,"10,16,17,18,15,22,16,21,10,16,13,19"
ELEC02902,193,"41,45,46,49,48,47,50,43,38,40,46,46"
ELEC02903,127,"32,33,37,35,36,36,39,34,27,38,31,43"
ELEC02904,134,"32,34,34,38,36,42,31,35,35,33,39,43"
ELEC02905,32,"11,17,15,20,21,19,12,20,16,16,17,20"
ELEC02906,174,"28,31,40,41,39,38,41,36,34,40,34,39"
ELEC02907,20,"39,46,47,50,49,46,48,44,41,47,39,48"
ELEC02908,185,"37,41,41,44,49,48,40,40,43,42,43,44"
ELEC02909,155,"38,39,41,45,39,44,47,38,42,43,45,48"
ELEC02910,110,"28,33,37,36,42,37,36,31,30,36,33,37"
ELEC02911,84,"10,12,15,18,18,17,14,12,18,11,15,14"
ELEC02912,49,"31,34,35,39,39,34,37,37,32,32,31,42"
ELEC02913,151,"9,14,18,19,19,15,19,11,15,14,16,15"
ELEC02914,78,"27,35,39,37,37,40,34,37,34,29,37,40"
ELEC02915,99,"17,20,22,25,27,20,18,20,18,21,20,25"
ELEC02916,59,"17,19,24,27,26,20,21,22,21,22,22,28"
ELEC02917,59,"31,32,34,36,41,32,34,38,33,31,35,38"
ELEC02918,78,"19,22,23,30,29,26,22,28,29,23,23,29"
ELEC02919,59,"20,23,25,27,31,30,28,29,27,23,29,27"
ELEC02920,32,"34,35,43,43,43,45,41,40,34,43,34,42"
ELEC02921,76,"13,16,15,18,19,16,12,13,16,10,11,14"
ELEC02922,96,"19,25,28,29,28,28,25,21,26,28,31,35"
ELEC02923,96,"13,14,18,21,18,20,21,12,10,20,18,21"
ELEC02924,138,"38,45,46,48,47,45,43,43,45,42,50,47"
ELEC02925,42,"14,20,24,21,22,22,23,19,17,24,24,28"
ELEC02926,134,"32,34,36,41,39,36,40,35,33,36,38,40"
ELEC02927,175,"15,18,20,27,25,22,26,21,19,26,22,23"
ELEC02928,198,"32,35,39,37,39,37,37,32,32,33,34,39"
ELEC02929,127,"30,30,34,41,36,32,35,31,32,26,34,43"
ELEC02930,29,"31,37,36,37,37,34,36,33,38,31,39,35"
ELEC02931,60,"30,34,38,43,40,43,40,37,38,35,41,46"
ELEC02932,86,"36,41,41,46,44,43,42,41,37,35,49,43"
ELEC02933,43,"12,15,16,20,23,22,16,16,12,15,13,19"
ELEC02934,182,"27,31,30,31,32,29,27,34,35,26,28,30"
ELEC02935,41,"9,16,18,21,20,17,13,16,9,16,20,18"
ELEC02936,62,"28,29,28,31,37,31,36,34,27,30,38,40"
ELEC02937,89,"12,16,14,20,20,22,19,10,11,16,23,15"
ELEC02938,184,"19,18,22,28,26,23,18,25,20,16,18,22"
ELEC02939,125,"33,37,40,42,39,46,39,40,33,40,44,38"
ELEC02940,83,"17,24,23,29,26,28,28,24,21,26,28,28"
ELEC02941,194,"19,20,25,28,24,26,26,19,16,27,24,27"
ELEC02942,155,"23,23,27,29,29,31,28,24,30,26,29,31"
ELEC02943,60,"37,42,48,45,46,47,48,40,45,42,40,49"
ELEC02944,113,"23,25,32,35,33,29,33,27,27,29,36,34"
ELEC02945,163,"14,17,25,23,28,24,19,24,14,25,23,27"
ELEC02946,36,"23,26,29,29,29,25,28,30,25,30,34,28"
ELEC02947,44,"37,38,43,45,45,45,42,43,45,36,37,45"
ELEC02948,187,"31,35,32,36,37,37,33,33,32,31,39,32"
ELEC02949,149,"39,37,41,45,44,47,43,40,40,38,50,42"
ELEC02950,138,"35,40,38,44,42,42,37,39,40,35,40,43"
ELEC02951,78,"27,31,31,36,35,32,32,35,27,35,29,30"
ELEC02952,60,"31,35,37,40,39,44,40,40,35,34,36,36"
ELEC02953,195,"11,18,21,21,19,20,15,13,17,16,20,26"
ELEC02954,176,"28,32,33,30,37,35,30,31,34,32,29,30"
ELEC02955,194,"26,29,32,29,35,32,34,28,26,27,27,27"
ELEC02956,181,"16,16,23,23,25,25,18,21,17,15,17,23"
ELEC02957,96,"13,19,21,19,23,18,21,19,16,16,16,16"
ELEC02958,138,"29,37,38,41,37,40,42,34,38,32,38,42"
ELEC02959,107,"22,23,26,29,30,30,24,25,26,29,26,30"
ELEC02960,72,"14,14,15,21,20,22,18,12,10,13,18,21"
ELEC02961,135,"14,20,19,20,22,25,18,17,20,17,17,28"
ELEC02962,47,"29,32,37,37,38,35,39,37,31,38,35,35"
ELEC02963,66,"11,17,19,21,19,20,19,12,15,17,15,17"
ELEC02964,121,"17,19,22,21,24,22,20,18,15,22,24,18"
ELEC02965,34,"18,19,24,23,23,20,22,22,14,18,22,22"
ELEC02966,116,"38,41,45,47,47,46,43,44,46,46,43,47"
ELEC02967,37,"33,36,34,37,37,34,41,39,33,32,34,33"
ELEC02968,113,"18,22,23,28,26,22,21,17,17,18,24,25"
ELEC02969,44,"37,38,43,40,40,39,46,41,38,39,42,39"
ELEC02970,165,"38,42,47,50,48,48,42,46,47,47,42,47"
ELEC02971,113,"38,40,42,45,43,43,44,41,41,44,40,45"
ELEC02972,38,"19,23,23,23,22,25,25,25,25,21,21,22"
ELEC02973,70,"29,31,36,35,36,32,34,38,32,35,31,33"
ELEC02974,196,"34,40,46,47,42,44,43,38,39,41,50,40"
ELEC02975,61,"22,26,29,31,31,33,30,28,30,29,29,27"
ELEC02976,191,"37,35,44,42,45,43,44,40,37,41,35,44"
ELEC02977,52,"19,27,29,29,33,30,27,28,25,26,28,35"
ELEC02978,182,"30,29,36,35,40,41,31,29,32,35,36,41"
ELEC02979,108,"24,27,33,33,31,29,33,25,28,28,30,34"
ELEC02980,48,"17,25,24,25,24,26,25,26,28,26,24,30"
ELEC02981,186,"35,43,43,45,44,41,42,42,36,37,40,43"
ELEC02982,156,"33,37,38,44,42,40,43,39,39,33,40,45"
ELEC02983,42,"15,20,23,26,27,26,27,21,20,21,29,26"
ELEC02984,198,"33,39,38,44,41,41,38,42,43,39,42,44"
ELEC02985,73,"20,23,25,28,29,25,26,19,26,22,30,32"
ELEC02986,72,"21,24,28,28,33,27,29,28,26,21,23,34"
ELEC02987,75,"20,25,28,28,31,26,29,28,26,25,24,24"
ELEC02988,173,"34,37,38,43,40,38,35,38,33,43,37,39"
ELEC02989,162,"21,23,24,24,28,25,24,22,18,16,18,32"
ELEC02990,163,"39,42,45,48,47,47,39,45,43,40,49,46"
ELEC02991,24,"15,16,20,23,20,17,19,18,13,16,21,22"
ELEC02992,85,"15,13,20,19,20,24,20,12,15,14,17,24"
ELEC02993,90,"17,22,22,30,30,22,26,20,20,26,27,28"
ELEC02994,176,"36,39,43,46,44,41,44,40,45,39,48,41"
ELEC02995,55,"18,23,22,28,26,30,23,23,25,21,28,24"
ELEC02996,83,"24,22,28,30,32,33,31,27,23,26,27,34"
ELEC02997,77,"12,18,19,25,25,21,18,16,25,16,25,17"
ELEC02998,47,"18,19,25,21,27,21,22,22,25,18,26,24"
ELEC02999,33,"19,20,26,25,27,25,22,17,21,18,19,22"
ELEC03000,152,"28,28,34,36,35,33,29,25,29,30,32,29"
ELEC03001,56,"27,33,34,37,36,34,33,33,35,35,36,31"
ELEC03002,185,"32,36,37,41,40,39,36,39,37,36,36,32"
ELEC03003,74,"33,34,38,42,39,39,35,36,36,38,44,37"
ELEC03004,23,"28,30,34,35,33,34,33,32,24,30,32,31"
ELEC03005,199,"35,40,41,48,43,45,43,39,35,37,48,40"
ELEC03006,33,"17,16,22,21,22,22,23,18,22,19,20,28"
ELEC03007,93,"14,13,21,20,20,14,15,15,16,17,13,26"
ELEC03008,159,"18,24,26,26,25,24,26,26,17,23,21,29"
ELEC03009,180,"16,17,17,19,26,23,22,14,20,11,22,28"
ELEC03010,187,"37,38,39,42,42,38,42,43,35,40,44,44"
ELEC03011,199,"11,16,19,19,22,21,17,20,20,19,18,24"
ELEC03012,144,"21,20,24,29,27,24,25,25,26,18,28,21"
ELEC03013,46,"17,20,27,30,29,28,23,25,20,22,23,25"
ELEC03014,68,"31,37,41,43,38,43,40,38,37,33,41,45"
ELEC03015,148,"28,31,37,36,37,33,36,34,37,30,35,39"
ELEC03016,198,"25,30,28,30,32,34,29,29,30,29,26,36"
ELEC03017,83,"29,34,39,39,37,38,32,33,33,38,31,34"
ELEC03018,164,"13,18,17,19,17,18,17,15,15,16,21,16"
ELEC03019,166,"10,11,14,15,17,22,12,13,12,14,19,19"
ELEC03020,51,"38,40,42,41,44,42,39,37,35,39,41,45"
ELEC03021,110,"35,38,38,40,44,43,38,37,37,41,37,35"
ELEC03022,101,"15,17,20,26,22,20,25,18,16,26,21,29"
ELEC03023,133,"28,35,38,38,35,39,37,41,37,31,37,43"
ELEC03024,167,"22,23,28,28,30,28,30,24,20,22,30,37"
ELEC03025,57,"22,22,27,26,28,26,30,25,27,29,28,33"
ELEC03026,196,"21,26,26,32,30,30,25,28,23,25,24,29"
ELEC03027,108,"38,41,45,42,45,43,40,41,41,37,43,44"
ELEC03028,77,"42,41,47,46,44,47,45,40,38,48,45,47"
ELEC03029,77,"11,16,16,16,22,20,13,12,18,13,12,23"
ELEC03030,69,"32,33,40,40,38,41,37,34,36,33,35,39"
ELEC03031,144,"34,39,40,43,39,41,38,37,34,38,38,38"
ELEC03032,90,"29,27,33,35,32,37,33,30,31,25,35,35"
ELEC03033,136,"33,37,37,41,38,40,35,35,34,34,43,43"
ELEC03034,180,"39,44,46,47,45,51,45,44,43,45,42,48"
ELEC03035,199,"16,16,23,23,24,27,21,23,24,13,20,27"
ELEC03036,114,"28,30,30,34,33,28,33,28,23,34,38,38"
ELEC03037,174,"12,11,19,17,18,17,12,14,10,12,16,18"
ELEC03038,33,"19,26,30,27,29,30,25,25,27,21,26,26"
ELEC03039,66,"19,22,26,24,22,28,20,22,16,23,20,20"
ELEC03040,25,"26,32,33,35,36,36,30,27,37,33,34,41"
ELEC03041,104,"12,12,18,15,17,21,18,17,13,17,14,17"
ELEC03042,56,"23,29,29,29,31,31,31,27,24,28,27,25"
ELEC03043,65,"26,30,32,38,34,40,39,30,36,31,36,33"
ELEC03044,24,"11,14,21,20,18,20,21,17,18,16,12,22"
ELEC03045,142,"16,16,23,23,24,22,20,18,17,22,21,20"
ELEC03046,40,"28,28,32,35,38,32,37,33,35,29,35,39"
ELEC03047,138,"11,14,21,23,19,24,20,17,19,21,17,22"
ELEC03048,120,"16,19,23,25,22,26,24,21,13,20,21,17"
ELEC03049,95,"16,25,23,24,23,22,21,26,20,21,24,26"
ELEC03050,154,"21,29,27,30,32,35,30,22,26,33,35,32"
ELEC03051,168,"32,36,41,44,38,39,39,36,34,34,33,40"
ELEC03052,171,"29,35,34,37,37,36,34,32,30,30,39,31"
ELEC03053,192,"36,41,46,44,44,47,44,44,36,35,42,47"
ELEC03054,176,"13,14,19,19,19,23,17,17,11,16,23,22"
ELEC03055,42,"16,17,25,27,27,23,21,20,19,26,23,30"
ELEC03056,188,"17,20,21,22,26,19,26,23,16,15,15,26"
ELEC03057,130,"16,21,23,23,25,21,21,20,14,21,25,24"
ELEC03058,29,"21,24,30,29,30,29,28,27,24,28,25,29"
ELEC03059,69,"14,13,18,17,22,20,17,19,19,19,23,23"
ELEC03060,190,"24,30,35,34,36,33,36,33,29,26,36,35"
ELEC03061,51,"24,26,34,31,32,32,33,27,25,30,29,37"
ELEC03062,73,"15,18,21,21,21,18,23,19,17,16,20,25"
ELEC03063,184,"12,11,17,17,20,15,15,18,10,10,15,16"
ELEC03064,156,"13,16,23,24,23,26,24,21,20,18,15,25"
ELEC03065,33,"18,18,22,26,27,24,26,23,18,21,19,23"
ELEC03066,143,"36,39,44,42,45,49,48,42,46,41,44,50"
ELEC03067,94,"17,18,23,23,24,25,25,21,22,15,21,28"
ELEC03068,178,"25,29,32,31,36,31,31,29,30,25,31,35"
ELEC03069,94,"39,41,45,46,45,44,45,44,40,40,47,47"
ELEC03070,21,"22,22,26,28,29,28,29,28,29,18,21,34"
ELEC03071,177,"20,24,31,33,31,31,30,27,20,23,23,34"
ELEC03072,167,"11,15,23,18,23,18,17,18,21,19,19,21"
ELEC03073,174,"33,37,43,46,47,43,41,38,39,35,48,35"
ELEC03074,141,"20,24,29,27,31,29,31,31,29,30,26,29"
ELEC03075,54,"39,43,42,43,44,46,48,41,43,39,43,44"
ELEC03076,84,"20,27,28,29,32,32,25,23,26,21,25,27"
ELEC03077,90,"27,29,32,36,34,34,31,34,32,31,29,29"
ELEC03078,42,"15,20,21,25,20,20,25,21,21,12,18,27"
ELEC03079,92,"10,15,18,17,14,14,13,13,18,18,22,22"
ELEC03080,189,"16,19,23,25,24,24,23,20,16,16,24,30"
ELEC03081,138,"22,27,25,28,30,27,23,25,29,30,33,25"
ELEC03082,100,"40,44,44,45,44,45,45,43,43,36,39,43"
ELEC03083,152,"38,41,49,46,50,51,45,41,45,48,45,52"
ELEC03084,94,"34,37,41,42,42,36,42,37,33,39,39,43"
ELEC03085,64,"29,30,34,39,37,38,36,33,32,32,29,33"
ELEC03086,69,"26,32,34,32,33,37,34,32,31,27,28,33"
ELEC03087,159,"32,39,39,41,39,39,43,39,39,32,38,45"
ELEC03088,54,"21,23,26,30,30,24,25,30,21,20,30,32"
ELEC03089,169,"22,22,27,28,31,23,24,26,24,23,26,26"
ELEC03090,87,"37,43,47,47,46,47,47,44,38,42,46,51"
ELEC03091,136,"10,15,20,21,22,22,17,15,12,15,18,18"
ELEC03092,54,"37,36,41,41,45,41,38,39,39,39,38,44"
ELEC03093,181,"32,39,43,43,43,37,37,38,37,31,40,41"
ELEC03094,50,"27,34,32,37,35,34,31,32,32,31,40,36"
ELEC03095,91,"33,36,35,38,40,39,35,35,39,32,40,41"
ELEC03096,185,"37,45,45,47,48,49,42,47,38,45,48,53"
ELEC03097,20,"38,44,46,46,49,46,46,47,43,43,47,45"
ELEC03098,137,"34,41,39,45,43,45,45,38,40,41,36,44"
ELEC03099,116,"13,18,21,25,23,22,22,18,21,16,18,19"
ELEC03100,22,"33,36,38,41,39,41,34,38,32,32,38,38"
ELEC03101,148,"15,21,22,28,30,26,23,24,16,26,21,20"
ELEC03102,86,"18,20,23,21,21,24,21,25,22,14,27,20"
ELEC03103,37,"25,24,28,32,30,29,23,29,30,25,32,30"
ELEC03104,188,"33,33,42,42,39,40,39,39,33,40,36,38"
ELEC03105,25,"29,33,37,38,36,33,34,34,30,37,37,40"
ELEC03106,88,"10,13,17,20,20,22,18,17,12,11,21,21"
ELEC03107,94,"40,41,45,47,50,51,46,44,46,48,39,47"
ELEC03108,40,"25,24,28,32,30,32,29,32,23,30,24,35"
ELEC03109,35,"28,27,31,35,35,34,36,27,29,28,28,34"
ELEC03110,25,"11,15,16,16,18,14,15,12,12,17,8,18"
ELEC03111,173,"8,16,18,18,22,19,17,15,20,21,16,23"
ELEC03112,20,"32,39,44,42,43,43,39,40,39,36,40,40"
ELEC03113,116,"32,37,37,39,43,36,37,37,37,30,37,37"
ELEC03114,150,"22,28,32,32,34,28,31,24,33,25,30,34"
ELEC03115,152,"13,14,15,19,20,23,17,17,10,21,15,21"
ELEC03116,169,"36,41,41,45,48,40,38,37,41,42,40,46"
ELEC03117,40,"17,22,28,26,27,24,24,20,22,18,23,21"
ELEC03118,34,"17,20,20,25,23,23,26,18,20,19,16,17"
ELEC03119,20,"30,37,40,36,42,36,34,32,33,40,34,44"
ELEC03120,155,"19,19,24,28,26,24,21,16,21,14,21,18"
ELEC03121,80,"15,19,21,21,20,23,21,23,20,22,17,29"
ELEC03122,155,"33,37,39,45,45,43,44,34,36,41,45,38"
ELEC03123,59,"22,26,34,34,33,31,32,29,23,32,31,35"
ELEC03124,69,"34,34,41,43,39,40,35,34,42,39,39,37"
ELEC03125,107,"27,28,35,38,34,35,33,26,36,37,29,35"
ELEC03126,153,"14,21,19,22,27,24,19,14,23,21,22,17"
ELEC03127,173,"35,42,41,45,49,42,44,38,40,41,39,49"
ELEC03128,140,"27,34,38,40,38,37,34,30,32,33,41,46"
ELEC03129,180,"26,32,34,37,34,36,32,31,36,36,39,35"
ELEC03130,125,"10,12,17,22,19,22,17,16,17,13,19,25"
ELEC03131,144,"33,32,33,40,43,38,37,31,35,38,34,45"
ELEC03132,167,"15,19,25,20,26,22,25,19,19,21,15,18"
ELEC03133,36,"33,33,36,42,39,45,40,38,36,35,45,46"
ELEC03134,101,"17,17,18,24,22,24,20,16,15,20,24,20"
ELEC03135,114,"31,36,33,37,36,33,36,35,38,36,38,40"
ELEC03136,174,"22,23,25,30,28,27,26,25,27,24,26,31"
ELEC03137,21,"38,38,44,45,45,45,46,44,40,42,43,46"
ELEC03138,108,"26,28,31,38,31,31,31,30,29,28,32,31"
ELEC03139,174,"20,25,25,31,34,28,26,29,29,27,27,28"
ELEC03140,132,"35,34,43,44,41,44,43,38,32,37,41,38"
ELEC03141,153,"25,32,38,34,37,33,35,33,28,34,35,40"
ELEC03142,93,"37,36,41,41,43,44,42,40,41,43,46,44"
ELEC03143,184,"14,17,20,22,22,18,15,16,14,18,17,21"
ELEC03144,186,"35,36,44,44,39,43,44,41,37,38,43,50"
ELEC03145,110,"36,37,38,45,47,42,40,40,37,41,38,46"
ELEC03146,168,"31,38,42,41,43,38,39,37,31,37,37,35"
ELEC03147,122,"19,24,28,27,31,26,29,24,26,23,24,35"
ELEC03148,127,"37,36,42,44,42,42,40,37,40,36,43,43"
ELEC03149,167,"30,33,33,38,36,33,32,37,29,30,33,32"
ELEC03150,164,"28,35,33,36,36,39,38,29,33,33,33,40"
ELEC03151,112,"20,26,31,30,31,32,28,30,26,29,29,27"
ELEC03152,97,"13,18,20,21,24,22,21,18,15,21,19,29"
ELEC03153,33,"24,27,30,30,30,26,25,24,27,32,32,32"
ELEC03154,190,"15,13,20,19,17,23,15,19,13,13,19,23"
ELEC03155,121,"14,14,19,21,23,19,18,14,17,17,14,20"
ELEC03156,182,"30,31,35,40,40,40,34,33,36,41,33,42"
ELEC03157,109,"31,33,33,36,41,37,35,32,27,31,38,37"
ELEC03158,69,"28,34,36,34,38,36,38,36,30,31,37,37"
ELEC03159,143,"39,40,45,46,49,46,51,42,43,47,45,46"
ELEC03160,131,"12,17,21,20,24,24,24,17,15,20,18,21"
ELEC03161,149,"30,31,34,39,37,36,33,32,28,30,33,42"
ELEC03162,169,"34,35,42,39,44,43,36,41,36,38,34,44"
ELEC03163,47,"20,22,20,25,22,25,24,26,22,26,23,33"
ELEC03164,106,"17,21,26,25,24,22,25,22,19,20,27,24"
ELEC03165,154,"13,16,17,24,21,23,21,23,24,17,19,24"
ELEC03166,79,"14,16,18,24,18,20,20,14,11,15,20,18"
ELEC03167,130,"34,41,41,42,45,42,36,35,35,37,42,45"
ELEC03168,61,"36,44,47,48,49,47,44,42,43,44,43,50"
ELEC03169,126,"22,23,28,27,26,28,25,26,30,23,29,29"
ELEC03170,122,"26,31,35,35,37,33,29,33,32,29,35,34"
ELEC03171,161,"26,28,31,31,29,31,29,30,34,31,35,31"
ELEC03172,168,"17,19,26,24,25,22,24,25,28,24,21,27"
ELEC03173,97,"38,38,41,44,44,42,40,42,43,43,40,43"
ELEC03174,20,"8,14,17,18,17,20,18,16,16,14,21,24"
ELEC03175,84,"34,40,41,45,44,46,42,34,41,41,42,45"
ELEC03176,100,"14,15,22,23,21,20,21,18,17,23,20,28"
ELEC03177,95,"15,20,19,27,23,24,21,19,19,16,21,29"
ELEC03178,185,"32,36,39,39,38,41,40,38,35,43,35,41"
ELEC03179,157,"19,17,26,22,27,27,21,23,17,19,24,26"
ELEC03180,50,"27,27,30,34,35,36,31,31,24,31,35,41"
